"","**Characteristic**","**TEST_HOSP**"
"4313","ECVM210904686","1 (<0.1%)"
"4314","ECVM210904687","1 (<0.1%)"
"4315","ECVM210904689","1 (<0.1%)"
"4316","ECVM210904690","1 (<0.1%)"
"4317","ECVM210904691","1 (<0.1%)"
"4318","ECVM210904692","1 (<0.1%)"
"4319","ECVM210904694","1 (<0.1%)"
"4320","ECVM210904695","1 (<0.1%)"
"4321","ECVM210904696","1 (<0.1%)"
"4322","ECVM210904697","1 (<0.1%)"
"4323","ECVM210904698","1 (<0.1%)"
"4324","ECVM210904699","1 (<0.1%)"
"4325","ECVM210904700","1 (<0.1%)"
"4326","ECVM210904701","1 (<0.1%)"
"4327","ECVM210904703","1 (<0.1%)"
"4328","ECVM210904704","1 (<0.1%)"
"4329","ECVM210904706","1 (<0.1%)"
"4330","ECVM210904707","1 (<0.1%)"
"4331","ECVM210904708","1 (<0.1%)"
"4332","ECVM210904709","1 (<0.1%)"
"4333","ECVM210904710","1 (<0.1%)"
"4334","ECVM210904711","1 (<0.1%)"
"4335","ECVM210904713","1 (<0.1%)"
"4336","ECVM210904714","1 (<0.1%)"
"4337","ECVM210904715","1 (<0.1%)"
"4338","ECVM210904716","1 (<0.1%)"
"4339","ECVM210904717","1 (<0.1%)"
"4340","ECVM210904718","1 (<0.1%)"
"4341","ECVM210904719","1 (<0.1%)"
"4342","ECVM210904720","1 (<0.1%)"
"4343","ECVM210904721","1 (<0.1%)"
"4344","ECVM210904722","1 (<0.1%)"
"4345","ECVM210904723","1 (<0.1%)"
"4346","ECVM210904724","1 (<0.1%)"
"4347","ECVM210904725","1 (<0.1%)"
"4348","ECVM210904726","1 (<0.1%)"
"4349","ECVM210904727","1 (<0.1%)"
"4350","ECVM210904728","1 (<0.1%)"
"4351","ECVM210904729","1 (<0.1%)"
"4352","ECVM210904730","1 (<0.1%)"
"4353","ECVM210904731","1 (<0.1%)"
"4354","ECVM210904732","1 (<0.1%)"
"4355","ECVM210904733","1 (<0.1%)"
"4356","ECVM210904735","1 (<0.1%)"
"4357","ECVM210904736","1 (<0.1%)"
"4358","ECVM210904737","1 (<0.1%)"
"4359","ECVM210904738","1 (<0.1%)"
"4360","ECVM210904739","1 (<0.1%)"
"4361","ECVM210904740","1 (<0.1%)"
"4362","ECVM210904741","1 (<0.1%)"
"4363","ECVM210904742","1 (<0.1%)"
"4364","ECVM210904743","1 (<0.1%)"
"4365","ECVM210904744","1 (<0.1%)"
"4366","ECVM210904745","1 (<0.1%)"
"4367","ECVM210904746","1 (<0.1%)"
"4368","ECVM210904748","1 (<0.1%)"
"4369","ECVM210904749","1 (<0.1%)"
"4370","ECVM210904750","1 (<0.1%)"
"4371","ECVM210904751","1 (<0.1%)"
"4372","ECVM210904752","1 (<0.1%)"
"4373","ECVM210904753","1 (<0.1%)"
"4374","ECVM210904755","1 (<0.1%)"
"4375","ECVM210904756","1 (<0.1%)"
"4376","ECVM210904757","1 (<0.1%)"
"4377","ECVM210904758","1 (<0.1%)"
"4378","ECVM210904759","1 (<0.1%)"
"4379","ECVM210904760","1 (<0.1%)"
"4380","ECVM210904761","1 (<0.1%)"
"4381","ECVM210904762","1 (<0.1%)"
"4382","ECVM210904763","1 (<0.1%)"
"4383","ECVM210904765","1 (<0.1%)"
"4384","ECVM210904766","1 (<0.1%)"
"4385","ECVM210904767","1 (<0.1%)"
"4386","ECVM210904768","1 (<0.1%)"
"4387","ECVM210904769","1 (<0.1%)"
"4388","ECVM210904770","1 (<0.1%)"
"4389","ECVM210904771","1 (<0.1%)"
"4390","ECVM210904772","1 (<0.1%)"
"4391","ECVM210904773","1 (<0.1%)"
"4392","ECVM210904775","1 (<0.1%)"
"4393","ECVM210904776","1 (<0.1%)"
"4394","ECVM210904777","1 (<0.1%)"
"4395","ECVM210904778","1 (<0.1%)"
"4396","ECVM210904779","1 (<0.1%)"
"4397","ECVM210904780","1 (<0.1%)"
"4398","ECVM210904781","1 (<0.1%)"
"4399","ECVM210904782","1 (<0.1%)"
"4400","ECVM210904783","1 (<0.1%)"
"4401","ECVM210904784","1 (<0.1%)"
"4402","ECVM210904785","1 (<0.1%)"
"4403","ECVM210904786","1 (<0.1%)"
"4404","ECVM210904787","1 (<0.1%)"
"4405","ECVM210904789","1 (<0.1%)"
"4406","ECVM210904790","1 (<0.1%)"
"4407","ECVM210904791","1 (<0.1%)"
"4408","ECVM210904792","1 (<0.1%)"
"4409","ECVM210904793","1 (<0.1%)"
"4410","ECVM210904794","1 (<0.1%)"
"4411","ECVM210904795","1 (<0.1%)"
"4412","ECVM210904796","1 (<0.1%)"
"4413","ECVM210904797","1 (<0.1%)"
"4414","ECVM210904798","1 (<0.1%)"
"4415","ECVM210904799","1 (<0.1%)"
"4416","ECVM210904800","1 (<0.1%)"
"4417","ECVM210904801","1 (<0.1%)"
"4418","ECVM210904802","1 (<0.1%)"
"4419","ECVM210904803","1 (<0.1%)"
"4420","ECVM210904804","1 (<0.1%)"
"4421","ECVM210904805","1 (<0.1%)"
"4422","ECVM210904806","1 (<0.1%)"
"4423","ECVM210904807","1 (<0.1%)"
"4424","ECVM210904808","1 (<0.1%)"
"4425","ECVM210904809","1 (<0.1%)"
"4426","ECVM210904810","1 (<0.1%)"
"4427","ECVM210904812","1 (<0.1%)"
"4428","ECVM210904813","1 (<0.1%)"
"4429","ECVM210904814","1 (<0.1%)"
"4430","ECVM210904815","1 (<0.1%)"
"4431","ECVM210904817","1 (<0.1%)"
"4432","ECVM210904818","1 (<0.1%)"
"4433","ECVM210904819","1 (<0.1%)"
"4434","ECVM210904820","1 (<0.1%)"
"4435","ECVM210904821","1 (<0.1%)"
"4436","ECVM210904822","1 (<0.1%)"
"4437","ECVM210904823","1 (<0.1%)"
"4438","ECVM210904824","1 (<0.1%)"
"4439","ECVM210904825","1 (<0.1%)"
"4440","ECVM210904826","1 (<0.1%)"
"4441","ECVM210904827","1 (<0.1%)"
"4442","ECVM210904828","1 (<0.1%)"
"4443","ECVM210904829","1 (<0.1%)"
"4444","ECVM210904830","1 (<0.1%)"
"4445","ECVM210904831","1 (<0.1%)"
"4446","ECVM210904832","1 (<0.1%)"
"4447","ECVM210904833","1 (<0.1%)"
"4448","ECVM210904835","1 (<0.1%)"
"4449","ECVM210904836","1 (<0.1%)"
"4450","ECVM210904837","1 (<0.1%)"
"4451","ECVM210904838","1 (<0.1%)"
"4452","ECVM210904839","1 (<0.1%)"
"4453","ECVM210904840","1 (<0.1%)"
"4454","ECVM210904841","1 (<0.1%)"
"4455","ECVM210904842","1 (<0.1%)"
"4456","ECVM210904843","1 (<0.1%)"
"4457","ECVM210904844","1 (<0.1%)"
"4458","ECVM210904845","1 (<0.1%)"
"4459","ECVM210904846","1 (<0.1%)"
"4460","ECVM210904847","1 (<0.1%)"
"4461","ECVM210904848","1 (<0.1%)"
"4462","ECVM210904849","1 (<0.1%)"
"4463","ECVM210904850","1 (<0.1%)"
"4464","ECVM210904851","1 (<0.1%)"
"4465","ECVM210904852","1 (<0.1%)"
"4466","ECVM210904853","1 (<0.1%)"
"4467","ECVM210904854","1 (<0.1%)"
"4468","ECVM210904855","1 (<0.1%)"
"4469","ECVM210904856","1 (<0.1%)"
"4470","ECVM210904857","1 (<0.1%)"
"4471","ECVM210904858","1 (<0.1%)"
"4472","ECVM210904859","1 (<0.1%)"
"4473","ECVM210904860","1 (<0.1%)"
"4474","ECVM210904861","1 (<0.1%)"
"4475","ECVM210904862","1 (<0.1%)"
"4476","ECVM210904863","1 (<0.1%)"
"4477","ECVM210904865","1 (<0.1%)"
"4478","ECVM210904867","1 (<0.1%)"
"4479","ECVM210904868","1 (<0.1%)"
"4480","ECVM210904869","1 (<0.1%)"
"4481","ECVM210904870","1 (<0.1%)"
"4482","ECVM210904871","1 (<0.1%)"
"4483","ECVM210904872","1 (<0.1%)"
"4484","ECVM210904873","1 (<0.1%)"
"4485","ECVM210904874","1 (<0.1%)"
"4486","ECVM210904875","1 (<0.1%)"
"4487","ECVM210904876","1 (<0.1%)"
"4488","ECVM210904877","1 (<0.1%)"
"4489","ECVM210904878","1 (<0.1%)"
"4490","ECVM210904879","1 (<0.1%)"
"4491","ECVM210904880","1 (<0.1%)"
"4492","ECVM210904881","1 (<0.1%)"
"4493","ECVM210904882","1 (<0.1%)"
"4494","ECVM210904883","1 (<0.1%)"
"4495","ECVM210904885","1 (<0.1%)"
"4496","ECVM210904886","1 (<0.1%)"
"4497","ECVM210904887","1 (<0.1%)"
"4498","ECVM210904888","1 (<0.1%)"
"4499","ECVM210904889","1 (<0.1%)"
"4500","ECVM210904890","1 (<0.1%)"
"4501","ECVM210904891","1 (<0.1%)"
"4502","ECVM210904892","1 (<0.1%)"
"4503","ECVM210904893","1 (<0.1%)"
"4504","ECVM210904894","1 (<0.1%)"
"4505","ECVM210904895","1 (<0.1%)"
"4506","ECVM210904896","1 (<0.1%)"
"4507","ECVM210904897","1 (<0.1%)"
"4508","ECVM210904898","1 (<0.1%)"
"4509","ECVM210904899","1 (<0.1%)"
"4510","ECVM210904900","1 (<0.1%)"
"4511","ECVM210904901","1 (<0.1%)"
"4512","ECVM210904902","1 (<0.1%)"
"4513","ECVM210904903","1 (<0.1%)"
"4514","ECVM210904904","1 (<0.1%)"
"4515","ECVM210904905","1 (<0.1%)"
"4516","ECVM210904906","1 (<0.1%)"
"4517","ECVM210904907","1 (<0.1%)"
"4518","ECVM210904908","1 (<0.1%)"
"4519","ECVM210904909","1 (<0.1%)"
"4520","ECVM210904910","1 (<0.1%)"
"4521","ECVM210904911","1 (<0.1%)"
"4522","ECVM210904912","1 (<0.1%)"
"4523","ECVM210904913","1 (<0.1%)"
"4524","ECVM210904914","1 (<0.1%)"
"4525","ECVM210904916","1 (<0.1%)"
"4526","ECVM210904917","1 (<0.1%)"
"4527","ECVM210904918","1 (<0.1%)"
"4528","ECVM210904919","1 (<0.1%)"
"4529","ECVM210904920","1 (<0.1%)"
"4530","ECVM210904921","1 (<0.1%)"
"4531","ECVM210904922","1 (<0.1%)"
"4532","ECVM210904923","1 (<0.1%)"
"4533","ECVM210904924","1 (<0.1%)"
"4534","ECVM210904925","1 (<0.1%)"
"4535","ECVM210904926","1 (<0.1%)"
"4536","ECVM210904927","1 (<0.1%)"
"4537","ECVM210904928","1 (<0.1%)"
"4538","ECVM210904929","1 (<0.1%)"
"4539","ECVM210904930","1 (<0.1%)"
"4540","ECVM210904931","1 (<0.1%)"
"4541","ECVM210904932","1 (<0.1%)"
"4542","ECVM210904933","1 (<0.1%)"
"4543","ECVM210904934","1 (<0.1%)"
"4544","ECVM210904935","1 (<0.1%)"
"4545","ECVM210904936","1 (<0.1%)"
"4546","ECVM210904937","1 (<0.1%)"
"4547","ECVM210904939","1 (<0.1%)"
"4548","ECVM210904940","1 (<0.1%)"
"4549","ECVM210904941","1 (<0.1%)"
"4550","ECVM210904942","1 (<0.1%)"
"4551","ECVM210904943","1 (<0.1%)"
"4552","ECVM210904944","1 (<0.1%)"
"4553","ECVM210904945","1 (<0.1%)"
"4554","ECVM210904946","1 (<0.1%)"
"4555","ECVM210904947","1 (<0.1%)"
"4556","ECVM210904949","1 (<0.1%)"
"4557","ECVM210904950","1 (<0.1%)"
"4558","ECVM210904951","1 (<0.1%)"
"4559","ECVM210904952","1 (<0.1%)"
"4560","ECVM210904953","1 (<0.1%)"
"4561","ECVM210904954","1 (<0.1%)"
"4562","ECVM210904955","1 (<0.1%)"
"4563","ECVM210904956","1 (<0.1%)"
"4564","ECVM210904957","1 (<0.1%)"
"4565","ECVM210904958","1 (<0.1%)"
"4566","ECVM210904959","1 (<0.1%)"
"4567","ECVM210904960","1 (<0.1%)"
"4568","ECVM210904961","1 (<0.1%)"
"4569","ECVM210904962","1 (<0.1%)"
"4570","ECVM210904963","1 (<0.1%)"
"4571","ECVM210904964","1 (<0.1%)"
"4572","ECVM210904965","1 (<0.1%)"
"4573","ECVM210904966","1 (<0.1%)"
"4574","ECVM210904967","1 (<0.1%)"
"4575","ECVM210904968","1 (<0.1%)"
"4576","ECVM210904969","1 (<0.1%)"
"4577","ECVM210904970","1 (<0.1%)"
"4578","ECVM210904971","1 (<0.1%)"
"4579","ECVM210904972","1 (<0.1%)"
"4580","ECVM210904973","1 (<0.1%)"
"4581","ECVM210904974","1 (<0.1%)"
"4582","ECVM210904975","1 (<0.1%)"
"4583","ECVM210904976","1 (<0.1%)"
"4584","ECVM210904977","1 (<0.1%)"
"4585","ECVM210904978","1 (<0.1%)"
"4586","ECVM210904979","1 (<0.1%)"
"4587","ECVM210904980","1 (<0.1%)"
"4588","ECVM210904981","1 (<0.1%)"
"4589","ECVM210904982","1 (<0.1%)"
"4590","ECVM210904983","1 (<0.1%)"
"4591","ECVM210904984","1 (<0.1%)"
"4592","ECVM210904985","1 (<0.1%)"
"4593","ECVM210904986","1 (<0.1%)"
"4594","ECVM210904987","1 (<0.1%)"
"4595","ECVM210904988","1 (<0.1%)"
"4596","ECVM210904989","1 (<0.1%)"
"4597","ECVM210904990","1 (<0.1%)"
"4598","ECVM210904991","1 (<0.1%)"
"4599","ECVM210904992","1 (<0.1%)"
"4600","ECVM210904993","1 (<0.1%)"
"4601","ECVM210904994","1 (<0.1%)"
"4602","ECVM210904995","1 (<0.1%)"
"4603","ECVM210904996","1 (<0.1%)"
"4604","ECVM210904997","1 (<0.1%)"
"4605","ECVM210904998","1 (<0.1%)"
"4606","ECVM210904999","1 (<0.1%)"
"4607","ECVM210905000","1 (<0.1%)"
"4608","ECVM210905001","1 (<0.1%)"
"4609","ECVM210905002","1 (<0.1%)"
"4610","ECVM210905003","1 (<0.1%)"
"4611","ECVM210905004","1 (<0.1%)"
"4612","ECVM210905006","1 (<0.1%)"
"4613","ECVM210905007","1 (<0.1%)"
"4614","ECVM210905008","1 (<0.1%)"
"4615","ECVM210905009","1 (<0.1%)"
"4616","ECVM210905010","1 (<0.1%)"
"4617","ECVM210905011","1 (<0.1%)"
"4618","ECVM210905012","1 (<0.1%)"
"4619","ECVM210905013","1 (<0.1%)"
"4620","ECVM210905014","1 (<0.1%)"
"4621","ECVM210905015","1 (<0.1%)"
"4622","ECVM210905017","1 (<0.1%)"
"4623","ECVM210905019","1 (<0.1%)"
"4624","ECVM210905020","1 (<0.1%)"
"4625","ECVM210905021","1 (<0.1%)"
"4626","ECVM210905022","1 (<0.1%)"
"4627","ECVM210905023","1 (<0.1%)"
"4628","ECVM210905024","1 (<0.1%)"
"4629","ECVM210905025","1 (<0.1%)"
"4630","ECVM210905026","1 (<0.1%)"
"4631","ECVM210905027","1 (<0.1%)"
"4632","ECVM210905028","1 (<0.1%)"
"4633","ECVM210905029","1 (<0.1%)"
"4634","ECVM210905030","1 (<0.1%)"
"4635","ECVM210905031","1 (<0.1%)"
"4636","ECVM210905033","1 (<0.1%)"
"4637","ECVM210905034","1 (<0.1%)"
"4638","ECVM210905036","1 (<0.1%)"
"4639","ECVM210905037","1 (<0.1%)"
"4640","ECVM210905038","1 (<0.1%)"
"4641","ECVM210905039","1 (<0.1%)"
"4642","ECVM210905040","1 (<0.1%)"
"4643","ECVM210905041","1 (<0.1%)"
"4644","ECVM210905042","1 (<0.1%)"
"4645","ECVM210905043","1 (<0.1%)"
"4646","ECVM210905044","1 (<0.1%)"
"4647","ECVM210905045","1 (<0.1%)"
"4648","ECVM210905046","1 (<0.1%)"
"4649","ECVM210905047","1 (<0.1%)"
"4650","ECVM210905048","1 (<0.1%)"
"4651","ECVM210905049","1 (<0.1%)"
"4652","ECVM210905050","1 (<0.1%)"
"4653","ECVM210905051","1 (<0.1%)"
"4654","ECVM210905052","1 (<0.1%)"
"4655","ECVM210905053","1 (<0.1%)"
"4656","ECVM210905054","1 (<0.1%)"
"4657","ECVM210905055","1 (<0.1%)"
"4658","ECVM210905056","1 (<0.1%)"
"4659","ECVM210905057","1 (<0.1%)"
"4660","ECVM210905058","1 (<0.1%)"
"4661","ECVM210905061","1 (<0.1%)"
"4662","ECVM210905062","1 (<0.1%)"
"4663","ECVM210905063","1 (<0.1%)"
"4664","ECVM210905064","1 (<0.1%)"
"4665","ECVM210905065","1 (<0.1%)"
"4666","ECVM210905066","1 (<0.1%)"
"4667","ECVM210905067","1 (<0.1%)"
"4668","ECVM210905068","1 (<0.1%)"
"4669","ECVM210905070","1 (<0.1%)"
"4670","ECVM210905071","1 (<0.1%)"
"4671","ECVM210905072","1 (<0.1%)"
"4672","ECVM210905073","1 (<0.1%)"
"4673","ECVM210905074","1 (<0.1%)"
"4674","ECVM210905075","1 (<0.1%)"
"4675","ECVM210905076","1 (<0.1%)"
"4676","ECVM210905077","1 (<0.1%)"
"4677","ECVM210905078","1 (<0.1%)"
"4678","ECVM210905079","1 (<0.1%)"
"4679","ECVM210905080","1 (<0.1%)"
"4680","ECVM210905081","1 (<0.1%)"
"4681","ECVM210905082","1 (<0.1%)"
"4682","ECVM210905083","1 (<0.1%)"
"4683","ECVM210905084","1 (<0.1%)"
"4684","ECVM210905085","1 (<0.1%)"
"4685","ECVM210905086","1 (<0.1%)"
"4686","ECVM210905087","1 (<0.1%)"
"4687","ECVM210905088","1 (<0.1%)"
"4688","ECVM210905089","1 (<0.1%)"
"4689","ECVM210905090","1 (<0.1%)"
"4690","ECVM210905091","1 (<0.1%)"
"4691","ECVM210905092","1 (<0.1%)"
"4692","ECVM210905093","1 (<0.1%)"
"4693","ECVM210905094","1 (<0.1%)"
"4694","ECVM210905095","1 (<0.1%)"
"4695","ECVM210905097","1 (<0.1%)"
"4696","ECVM210905099","1 (<0.1%)"
"4697","ECVM210905100","1 (<0.1%)"
"4698","ECVM210905101","1 (<0.1%)"
"4699","ECVM210905102","1 (<0.1%)"
"4700","ECVM210905103","1 (<0.1%)"
"4701","ECVM210905104","1 (<0.1%)"
"4702","ECVM210905105","1 (<0.1%)"
"4703","ECVM210905106","1 (<0.1%)"
"4704","ECVM210905107","1 (<0.1%)"
"4705","ECVM210905108","1 (<0.1%)"
"4706","ECVM210905109","1 (<0.1%)"
"4707","ECVM210905110","1 (<0.1%)"
"4708","ECVM210905113","1 (<0.1%)"
"4709","ECVM210905114","1 (<0.1%)"
"4710","ECVM210905115","1 (<0.1%)"
"4711","ECVM210905116","1 (<0.1%)"
"4712","ECVM210905117","1 (<0.1%)"
"4713","ECVM210905118","1 (<0.1%)"
"4714","ECVM210905119","1 (<0.1%)"
"4715","ECVM210905120","1 (<0.1%)"
"4716","ECVM210905121","1 (<0.1%)"
"4717","ECVM210905122","1 (<0.1%)"
"4718","ECVM210905123","1 (<0.1%)"
"4719","ECVM210905124","1 (<0.1%)"
"4720","ECVM210905125","1 (<0.1%)"
"4721","ECVM210905126","1 (<0.1%)"
"4722","ECVM210905127","1 (<0.1%)"
"4723","ECVM210905128","1 (<0.1%)"
"4724","ECVM210905129","1 (<0.1%)"
"4725","ECVM210905130","1 (<0.1%)"
"4726","ECVM210905132","1 (<0.1%)"
"4727","ECVM210905133","1 (<0.1%)"
"4728","ECVM210905134","1 (<0.1%)"
"4729","ECVM210905135","1 (<0.1%)"
"4730","ECVM210905136","1 (<0.1%)"
"4731","ECVM210905137","1 (<0.1%)"
"4732","ECVM210905139","1 (<0.1%)"
"4733","ECVM210905140","1 (<0.1%)"
"4734","ECVM210905141","1 (<0.1%)"
"4735","ECVM210905142","1 (<0.1%)"
"4736","ECVM210905143","1 (<0.1%)"
"4737","ECVM210905144","1 (<0.1%)"
"4738","ECVM210905145","1 (<0.1%)"
"4739","ECVM210905146","1 (<0.1%)"
"4740","ECVM210905147","1 (<0.1%)"
"4741","ECVM210905148","1 (<0.1%)"
"4742","ECVM210905149","1 (<0.1%)"
"4743","ECVM210905150","1 (<0.1%)"
"4744","ECVM210905151","1 (<0.1%)"
"4745","ECVM210905152","1 (<0.1%)"
"4746","ECVM210905153","1 (<0.1%)"
"4747","ECVM210905154","1 (<0.1%)"
"4748","ECVM210905155","1 (<0.1%)"
"4749","ECVM210905156","1 (<0.1%)"
"4750","ECVM210905157","1 (<0.1%)"
"4751","ECVM210905158","1 (<0.1%)"
"4752","ECVM210905159","1 (<0.1%)"
"4753","ECVM210905160","1 (<0.1%)"
"4754","ECVM210905162","1 (<0.1%)"
"4755","ECVM210905163","1 (<0.1%)"
"4756","ECVM210905164","1 (<0.1%)"
"4757","ECVM210905165","1 (<0.1%)"
"4758","ECVM210905166","1 (<0.1%)"
"4759","ECVM210905167","1 (<0.1%)"
"4760","ECVM210905168","1 (<0.1%)"
"4761","ECVM210905169","1 (<0.1%)"
"4762","ECVM210905170","1 (<0.1%)"
"4763","ECVM210905171","1 (<0.1%)"
"4764","ECVM210905172","1 (<0.1%)"
"4765","ECVM210905173","1 (<0.1%)"
"4766","ECVM210905175","1 (<0.1%)"
"4767","ECVM210905176","1 (<0.1%)"
"4768","ECVM210905177","1 (<0.1%)"
"4769","ECVM210905178","1 (<0.1%)"
"4770","ECVM210905179","1 (<0.1%)"
"4771","ECVM210905180","1 (<0.1%)"
"4772","ECVM210905181","1 (<0.1%)"
"4773","ECVM210905182","1 (<0.1%)"
"4774","ECVM210905183","1 (<0.1%)"
"4775","ECVM210905184","1 (<0.1%)"
"4776","ECVM210905185","1 (<0.1%)"
"4777","ECVM210905186","1 (<0.1%)"
"4778","ECVM210905187","1 (<0.1%)"
"4779","ECVM210905188","1 (<0.1%)"
"4780","ECVM210905189","1 (<0.1%)"
"4781","ECVM210905190","1 (<0.1%)"
"4782","ECVM210905191","1 (<0.1%)"
"4783","ECVM210905192","1 (<0.1%)"
"4784","ECVM210905193","1 (<0.1%)"
"4785","ECVM210905194","1 (<0.1%)"
"4786","ECVM210905195","1 (<0.1%)"
"4787","ECVM210905196","1 (<0.1%)"
"4788","ECVM210905197","1 (<0.1%)"
"4789","ECVM210905198","1 (<0.1%)"
"4790","ECVM210905199","1 (<0.1%)"
"4791","ECVM210905200","1 (<0.1%)"
"4792","ECVM210905201","1 (<0.1%)"
"4793","ECVM210905202","1 (<0.1%)"
"4794","ECVM210905203","1 (<0.1%)"
"4795","ECVM210905204","1 (<0.1%)"
"4796","ECVM210905205","1 (<0.1%)"
"4797","ECVM210905206","1 (<0.1%)"
"4798","ECVM210905207","1 (<0.1%)"
"4799","ECVM210905208","1 (<0.1%)"
"4800","ECVM210905209","1 (<0.1%)"
"4801","ECVM210905210","1 (<0.1%)"
"4802","ECVM210905211","1 (<0.1%)"
"4803","ECVM210905212","1 (<0.1%)"
"4804","ECVM210905213","1 (<0.1%)"
"4805","ECVM210905214","1 (<0.1%)"
"4806","ECVM210905216","1 (<0.1%)"
"4807","ECVM210905217","1 (<0.1%)"
"4808","ECVM210905218","1 (<0.1%)"
"4809","ECVM210905219","1 (<0.1%)"
"4810","ECVM210905220","1 (<0.1%)"
"4811","ECVM210905222","1 (<0.1%)"
"4812","ECVM210905223","1 (<0.1%)"
"4813","ECVM210905224","1 (<0.1%)"
"4814","ECVM210905225","1 (<0.1%)"
"4815","ECVM210905226","1 (<0.1%)"
"4816","ECVM210905227","1 (<0.1%)"
"4817","ECVM210905228","1 (<0.1%)"
"4818","ECVM210905229","1 (<0.1%)"
"4819","ECVM210905230","1 (<0.1%)"
"4820","ECVM210905231","1 (<0.1%)"
"4821","ECVM210905233","1 (<0.1%)"
"4822","ECVM210905234","1 (<0.1%)"
"4823","ECVM210905235","1 (<0.1%)"
"4824","ECVM210905236","1 (<0.1%)"
"4825","ECVM210905237","1 (<0.1%)"
"4826","ECVM210905238","1 (<0.1%)"
"4827","ECVM210905239","1 (<0.1%)"
"4828","ECVM210905240","1 (<0.1%)"
"4829","ECVM210905241","1 (<0.1%)"
"4830","ECVM210905242","1 (<0.1%)"
"4831","ECVM210905243","1 (<0.1%)"
"4832","ECVM210905244","1 (<0.1%)"
"4833","ECVM210905247","1 (<0.1%)"
"4834","ECVM210905248","1 (<0.1%)"
"4835","ECVM210905249","1 (<0.1%)"
"4836","ECVM210905250","1 (<0.1%)"
"4837","ECVM210905251","1 (<0.1%)"
"4838","ECVM210905252","1 (<0.1%)"
"4839","ECVM210905253","1 (<0.1%)"
"4840","ECVM210905254","1 (<0.1%)"
"4841","ECVM210905255","1 (<0.1%)"
"4842","ECVM210905257","1 (<0.1%)"
"4843","ECVM210905258","1 (<0.1%)"
"4844","ECVM210905259","1 (<0.1%)"
"4845","ECVM210905260","1 (<0.1%)"
"4846","ECVM210905261","1 (<0.1%)"
"4847","ECVM210905262","1 (<0.1%)"
"4848","ECVM210905263","1 (<0.1%)"
"4849","ECVM210905264","1 (<0.1%)"
"4850","ECVM210905265","1 (<0.1%)"
"4851","ECVM210905266","1 (<0.1%)"
"4852","ECVM210905267","1 (<0.1%)"
"4853","ECVM210905268","1 (<0.1%)"
"4854","ECVM210905269","1 (<0.1%)"
"4855","ECVM210905270","1 (<0.1%)"
"4856","ECVM210905271","1 (<0.1%)"
"4857","ECVM210905272","1 (<0.1%)"
"4858","ECVM210905273","1 (<0.1%)"
"4859","ECVM210905274","1 (<0.1%)"
"4860","ECVM210905275","1 (<0.1%)"
"4861","ECVM210905276","1 (<0.1%)"
"4862","ECVM210905277","1 (<0.1%)"
"4863","ECVM210905279","1 (<0.1%)"
"4864","ECVM210905280","1 (<0.1%)"
"4865","ECVM210905281","1 (<0.1%)"
"4866","ECVM210905282","1 (<0.1%)"
"4867","ECVM210905283","1 (<0.1%)"
"4868","ECVM210905284","1 (<0.1%)"
"4869","ECVM210905286","1 (<0.1%)"
"4870","ECVM210905287","1 (<0.1%)"
"4871","ECVM210905288","1 (<0.1%)"
"4872","ECVM210905289","1 (<0.1%)"
"4873","ECVM210905290","1 (<0.1%)"
"4874","ECVM210905291","1 (<0.1%)"
"4875","ECVM210905292","1 (<0.1%)"
"4876","ECVM210905293","1 (<0.1%)"
"4877","ECVM210905294","1 (<0.1%)"
"4878","ECVM210905295","1 (<0.1%)"
"4879","ECVM210905297","1 (<0.1%)"
"4880","ECVM210905298","1 (<0.1%)"
"4881","ECVM210905299","1 (<0.1%)"
"4882","ECVM210905300","1 (<0.1%)"
"4883","ECVM210905301","1 (<0.1%)"
"4884","ECVM210905302","1 (<0.1%)"
"4885","ECVM210905303","1 (<0.1%)"
"4886","ECVM210905304","1 (<0.1%)"
"4887","ECVM210905305","1 (<0.1%)"
"4888","ECVM210905306","1 (<0.1%)"
"4889","ECVM210905307","1 (<0.1%)"
"4890","ECVM210905308","1 (<0.1%)"
"4891","ECVM210905309","1 (<0.1%)"
"4892","ECVM210905310","1 (<0.1%)"
"4893","ECVM210905312","1 (<0.1%)"
"4894","ECVM210905313","1 (<0.1%)"
"4895","ECVM210905314","1 (<0.1%)"
"4896","ECVM210905315","1 (<0.1%)"
"4897","ECVM210905316","1 (<0.1%)"
"4898","ECVM210905317","1 (<0.1%)"
"4899","ECVM210905319","1 (<0.1%)"
"4900","ECVM210905320","1 (<0.1%)"
"4901","ECVM210905321","1 (<0.1%)"
"4902","ECVM210905322","1 (<0.1%)"
"4903","ECVM210905323","1 (<0.1%)"
"4904","ECVM210905324","1 (<0.1%)"
"4905","ECVM210905325","1 (<0.1%)"
"4906","ECVM210905326","1 (<0.1%)"
"4907","ECVM210905327","1 (<0.1%)"
"4908","ECVM210905328","1 (<0.1%)"
"4909","ECVM210905329","1 (<0.1%)"
"4910","ECVM210905330","1 (<0.1%)"
"4911","ECVM210905331","1 (<0.1%)"
"4912","ECVM210905332","1 (<0.1%)"
"4913","ECVM210905333","1 (<0.1%)"
"4914","ECVM210905334","1 (<0.1%)"
"4915","ECVM210905335","1 (<0.1%)"
"4916","ECVM210905336","1 (<0.1%)"
"4917","ECVM210905337","1 (<0.1%)"
"4918","ECVM210905338","1 (<0.1%)"
"4919","ECVM210905340","1 (<0.1%)"
